name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,price
"Figs, stewed, dried",100 g,107,0.4g,0.1g,0,4.00 mg,6.8 mg,1.00 mcg,0.00 mcg,0.640 mg,0.127 mg,0.110 mg,0.011 mg,4.00 IU,0.00 mcg,0.00 mcg,3.00 mcg,0.00 mcg,14.00 mcg,0,0.00 mcg,0.133 mg,4.4 mg,0.00 IU,0.15 mg,0.15 mg,6.7 mcg,70.00 mg,0.124 mg,0.88 mg,29.00 mg,0.220 mg,29.00 mg,294.00 mg,0.2 mcg,0.24 mg,1.42 g,0.058 g,0.033 g,0.279 g,0.016 g,0.127 g,0.047 g,0.016 g,0,0.038 g,0.055 g,0.038 g,0.015 g,0.033 g,0.263 g,0.055 g,0.037 g,0.009 g,0.018 g,0.053 g,27.57 g,4.2 g,23.35 g,0,0,0,0,0,0,0.40 g,0.062 g,0.068 g,0.149 g,0.00 mg,0.0 g,0.80 g,0.00 mg,0.00 mg,69.80 g,2.66
"Bread sticks, plain",100 g,412,9.5g,1.4g,0,713.00 mg,14.6 mg,162.00 mcg,132.00 mcg,5.281 mg,0.540 mg,0.553 mg,0.589 mg,0.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,65.00 mcg,0,0.00 mcg,0.073 mg,0.0 mg,0.00 IU,1.01 mg,1.01 mg,2.2 mcg,22.00 mg,0.188 mg,4.28 mg,32.00 mg,0.557 mg,121.00 mg,124.00 mg,37.5 mcg,0.88 mg,12.00 g,0.395 g,0.432 g,0.535 g,0.262 g,4.026 g,0.422 g,0.258 g,0,0.458 g,0.835 g,0.281 g,0.212 g,0.590 g,1.350 g,0.579 g,0.338 g,0.139 g,0.338 g,0.516 g,68.40 g,3.0 g,1.26 g,0,0,0,0,0,0,9.50 g,1.410 g,3.568 g,3.628 g,0.00 mg,0.0 g,3.90 g,0.00 mg,0.00 mg,6.10 g,0.399
"Bread, pumpernickel",100 g,250,3.1g,0.4g,0,596.00 mg,14.6 mg,93.00 mcg,59.00 mcg,3.091 mg,0.404 mg,0.305 mg,0.327 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,46.00 mcg,0,0.00 mcg,0.126 mg,0.0 mg,0.00 IU,0.42 mg,0.42 mg,0.8 mcg,68.00 mg,0.287 mg,2.87 mg,54.00 mg,1.305 mg,178.00 mg,208.00 mg,24.5 mcg,1.48 mg,8.70 g,0.324 g,0.359 g,0.475 g,0.190 g,2.721 g,0.337 g,0.196 g,0,0.334 g,0.602 g,0.248 g,0.155 g,0.422 g,0.950 g,0.417 g,0.267 g,0.097 g,0.238 g,0.396 g,47.50 g,6.5 g,0.53 g,0,0,0,0,0,0,3.10 g,0.437 g,0.932 g,1.237 g,0.00 mg,0.0 g,2.60 g,0.00 mg,0.00 mg,37.90 g,0.532
"PACE, Pico De Gallo",100 g,31,0g,,0,469.00 mg,0,0,0,0,0,0,0,313.00 IU,0,0,0,0,0,0,0,0,3.8 mg,0,0,0,0,0.00 mg,0,0.00 mg,0,0,0,0,0,0,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38 g,0,6.25 g,0,0,0,0,0,0,0.00 g,0.000 g,0,0,0.00 mg,0,2.62 g,0,0,88.00 g,1.064
"HORMEL, Cure 81 Ham",100 g,106,3.6g,1.2g,51mg,1038.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,1.6 mg,0,0,0,0,4.00 mg,0.100 mg,0.80 mg,20.00 mg,0,0,319.00 mg,0,2.00 mg,18.43 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21 g,0,0.00 g,0,0,0,0,0,0,3.59 g,1.170 g,1.750 g,0.370 g,51.00 mg,0,3.52 g,0,0,74.25 g,3.99
"McDONALD'S, BIG MAC",100 g,257,15g,3.8g,36mg,460.00 mg,0,46.00 mcg,0,3.384 mg,0,0.209 mg,0.176 mg,188.00 IU,0,0,0,0,0,0,0.88 mcg,0,0.4 mg,0,0,0,0,116.00 mg,0.098 mg,2.00 mg,20.00 mg,0.206 mg,122.00 mg,181.00 mg,0,1.91 mg,11.82 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08 g,1.6 g,3.97 g,1.69 g,0.00 g,1.04 g,0.32 g,0.49 g,0.46 g,14.96 g,3.803 g,3.474 g,0.306 g,36.00 mg,0,1.87 g,0,0,51.30 g,1.995
"Bread, toasted, egg",100 g,315,6.6g,1.6g,56mg,417.00 mg,91.9 mg,98.00 mcg,44.00 mcg,4.795 mg,0.202 mg,0.432 mg,0.385 mg,231.00 IU,69.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,46.00 mcg,0,0.11 mcg,0.064 mg,0.0 mg,21.00 IU,0.29 mg,0.29 mg,1.0 mcg,102.00 mg,0.178 mg,3.34 mg,21.00 mg,0.549 mg,117.00 mg,126.00 mg,32.9 mcg,0.86 mg,10.50 g,0.391 g,0.423 g,0.574 g,0.229 g,3.139 g,0.370 g,0.230 g,0,0.433 g,0.760 g,0.342 g,0.208 g,0.522 g,1.041 g,0.551 g,0.336 g,0.123 g,0.321 g,0.487 g,52.60 g,2.5 g,1.94 g,0,0,0,0,0,0,6.60 g,1.616 g,2.989 g,1.149 g,56.00 mg,0.0 g,2.00 g,0.00 mg,0.00 mg,28.30 g,0.532
"Croutons, seasoned",100 g,465,18g,5.2g,7mg,1089.00 mg,14.6 mg,105.00 mcg,65.00 mcg,4.646 mg,0.835 mg,0.421 mg,0.506 mg,32.00 IU,7.00 mcg,0.00 mcg,6.00 mcg,0.00 mcg,45.00 mcg,0,0.14 mcg,0.083 mg,0.0 mg,0.00 IU,0.40 mg,0.40 mg,7.6 mcg,96.00 mg,0.168 mg,2.82 mg,42.00 mg,0.514 mg,140.00 mg,181.00 mg,28.8 mcg,0.94 mg,10.80 g,0.357 g,0.402 g,0.540 g,0.218 g,3.378 g,0.361 g,0.246 g,0,0.428 g,0.774 g,0.344 g,0.195 g,0.525 g,1.163 g,0.527 g,0.326 g,0.125 g,0.331 g,0.488 g,63.50 g,5.0 g,4.41 g,0,0,0,0,0,0,18.30 g,5.247 g,9.498 g,2.368 g,7.00 mg,0.0 g,3.80 g,0.00 mg,0.00 mg,3.60 g,0.798
"Snacks, taro chips",100 g,498,25g,6.4g,0,342.00 mg,44.3 mg,20.00 mcg,0.00 mcg,0.515 mg,0.668 mg,0.029 mg,0.174 mg,142.00 IU,7.00 mcg,0.00 mcg,66.00 mcg,37.00 mcg,0.00 mcg,0,0.00 mcg,0.438 mg,5.0 mg,0.00 IU,11.34 mg,11.34 mg,18.0 mcg,60.00 mg,0.280 mg,1.20 mg,84.00 mg,0.001 mg,131.00 mg,755.00 mg,1.8 mcg,0.38 mg,2.30 g,0.113 g,0.160 g,0.296 g,0.049 g,0.268 g,0.114 g,0.052 g,0,0.084 g,0.172 g,0.104 g,0.032 g,0.126 g,0.092 g,0.142 g,0.106 g,0.036 g,0.085 g,0.127 g,68.10 g,7.2 g,3.82 g,0,0,0,0,0,0,24.90 g,6.430 g,4.430 g,12.880 g,0.00 mg,0.0 g,2.70 g,0.00 mg,0.00 mg,2.00 g,2.66
"Liver cheese, pork",100 g,304,26g,9g,174mg,1225.00 mg,0,104.00 mcg,0.00 mcg,11.768 mg,3.536 mg,2.227 mg,0.212 mg,17490.00 IU,5252.00 mcg,0,0,0,0,0,24.55 mcg,0.470 mg,3.0 mg,0,0,0,0,8.00 mg,0.383 mg,10.83 mg,12.00 mg,0.200 mg,207.00 mg,226.00 mg,36.5 mcg,3.70 mg,15.20 g,0.930 g,0.828 g,1.350 g,0.328 g,1.834 g,0.935 g,0.393 g,0,0.631 g,1.331 g,1.178 g,0.342 g,0.716 g,0.716 g,0.690 g,0.651 g,0.206 g,0.466 g,0.806 g,2.10 g,0.0 g,0,0,0,0,0,0,0,25.60 g,8.960 g,12.260 g,3.420 g,174.00 mg,0,3.50 g,0,0,53.60 g,1.995
"Rolls, rye, dinner",100 g,286,3.4g,0.6g,0,650.00 mg,14.6 mg,99.00 mcg,77.00 mcg,3.900 mg,0.383 mg,0.270 mg,0.380 mg,8.00 IU,0.00 mcg,0.00 mcg,4.00 mcg,1.00 mcg,54.00 mcg,0,0.00 mcg,0.062 mg,0.0 mg,0.00 IU,0.34 mg,0.34 mg,3.1 mcg,30.00 mg,0.201 mg,2.70 mg,54.00 mg,0.702 mg,159.00 mg,180.00 mg,27.8 mcg,0.97 mg,10.30 g,0.362 g,0.403 g,0.532 g,0.215 g,3.231 g,0.369 g,0.224 g,0,0.396 g,0.712 g,0.282 g,0.172 g,0.510 g,1.125 g,0.512 g,0.313 g,0.119 g,0.262 g,0.468 g,53.10 g,4.9 g,1.17 g,0,0,0,0,0,0,3.40 g,0.605 g,1.236 g,0.708 g,0.00 mg,0.0 g,2.90 g,0.00 mg,0.00 mg,30.10 g,0.665
"Hummus, commercial",100 g,166,9.6g,1.4g,0,379.00 mg,0,83.00 mcg,0.00 mcg,0.582 mg,0.132 mg,0.064 mg,0.180 mg,30.00 IU,0,0,0,0,0,0,0.00 mcg,0.200 mg,0.0 mg,0.00 IU,0,0,0,38.00 mg,0.527 mg,2.44 mg,71.00 mg,0.773 mg,176.00 mg,228.00 mg,2.6 mcg,1.83 mg,7.90 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29 g,6.0 g,0,0,0,0,0,0,0,9.60 g,1.437 g,4.039 g,3.613 g,0.00 mg,0,1.66 g,0,0,66.59 g,1.33
"Carrot, dehydrated",100 g,341,1.5g,0.3g,0,275.00 mg,72.1 mg,55.00 mcg,0.00 mcg,6.567 mg,1.471 mg,0.417 mg,0.534 mg,68466.00 IU,3423.00 mcg,14251.00 mcg,33954.00 mcg,0.00 mcg,1051.00 mcg,0,0.00 mcg,1.040 mg,14.6 mg,0.00 IU,5.45 mg,5.45 mg,108.0 mcg,212.00 mg,0.370 mg,3.93 mg,118.00 mg,1.116 mg,346.00 mg,2540.00 mg,8.6 mcg,1.57 mg,8.10 g,0.464 g,0.338 g,1.077 g,0.063 g,1.589 g,0,0.126 g,0,0.323 g,0.338 g,0.315 g,0.056 g,0.251 g,0.228 g,0.275 g,0.299 g,0.087 g,0.157 g,0.346 g,79.57 g,23.6 g,38.82 g,0,0,0,0,0,0,1.49 g,0.256 g,0.076 g,0.730 g,0.00 mg,0.0 g,6.84 g,0.00 mg,0.00 mg,4.00 g,1.995
"Taco shells, baked",100 g,476,22g,7.1g,0,324.00 mg,29.9 mg,69.00 mcg,24.00 mcg,1.867 mg,0,0.080 mg,0.216 mg,17.00 IU,1.00 mcg,3.00 mcg,3.00 mcg,13.00 mcg,106.00 mcg,0,0.00 mcg,0.203 mg,0.0 mg,0.00 IU,0.69 mg,0.69 mg,8.6 mcg,100.00 mg,0.113 mg,1.64 mg,83.00 mg,0.560 mg,233.00 mg,231.00 mg,4.8 mcg,1.61 mg,6.41 g,0.457 g,0.287 g,0.540 g,0.140 g,1.257 g,0.250 g,0.167 g,0.000 g,0.220 g,0.837 g,0.197 g,0.180 g,0.290 g,0.770 g,0.367 g,0.227 g,0.040 g,0.223 g,0.287 g,63.49 g,6.7 g,1.50 g,0.10 g,0.10 g,0.10 g,0.10 g,0.10 g,1.00 g,21.79 g,7.105 g,6.935 g,5.495 g,0.00 mg,0.0 g,1.90 g,0.00 mg,0.00 mg,6.40 g,0.3192
"Fat, mutton tallow",100 g,902,100g,47g,102mg,0.00 mg,79.8 mg,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,28.00 IU,2.80 mg,2.80 mg,0.0 mcg,0.00 mg,0.000 mg,0.00 mg,0.00 mg,0,0.00 mg,0.00 mg,0.2 mcg,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,100.00 g,47.300 g,40.600 g,7.800 g,102.00 mg,0.0 g,0.00 g,0.00 mg,0.00 mg,0.00 g,0.2128
"Coffeecake, cheese",100 g,339,15g,5.4g,85mg,339.00 mg,0,39.00 mcg,20.00 mcg,0.682 mg,0.400 mg,0.125 mg,0.105 mg,287.00 IU,86.00 mcg,0,0,0,0,0,0.34 mcg,0.058 mg,0.1 mg,0,0,0,0,59.00 mg,0.052 mg,0.64 mg,15.00 mg,0.172 mg,101.00 mg,289.00 mg,13.3 mcg,0.59 mg,7.00 g,0.255 g,0.299 g,0.470 g,0.110 g,1.751 g,0.212 g,0.186 g,0,0.326 g,0.568 g,0.401 g,0.144 g,0.352 g,0.625 g,0.373 g,0.260 g,0.076 g,0.263 g,0.361 g,44.30 g,1.0 g,0,0,0,0,0,0,0,15.20 g,5.391 g,7.129 g,1.645 g,85.00 mg,0.0 g,1.20 g,0,0,32.20 g,0.7182
"Dates, deglet noor",100 g,282,0.4g,,0,2.00 mg,6.3 mg,19.00 mcg,0.00 mcg,1.274 mg,0.589 mg,0.066 mg,0.052 mg,10.00 IU,0.00 mcg,0.00 mcg,6.00 mcg,0.00 mcg,75.00 mcg,0,0.00 mcg,0.165 mg,0.4 mg,0.00 IU,0.05 mg,0.05 mg,2.7 mcg,39.00 mg,0.206 mg,1.02 mg,43.00 mg,0.262 mg,62.00 mg,656.00 mg,3.0 mcg,0.29 mg,2.45 g,0.083 g,0.136 g,0.213 g,0.067 g,0.359 g,0.101 g,0.032 g,0,0.049 g,0.084 g,0.066 g,0.022 g,0.050 g,0.130 g,0.057 g,0.043 g,0.012 g,0.015 g,0.071 g,75.03 g,8.0 g,63.35 g,19.56 g,0.00 g,19.87 g,0.00 g,0.12 g,23.84 g,0.39 g,0.032 g,0.036 g,0.019 g,0.00 mg,0.0 g,1.60 g,0.00 mg,0.00 mg,20.53 g,1.0507
Vital wheat gluten,100 g,370,1.9g,0.3g,0,29.00 mg,0,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,142.00 mg,0.182 mg,5.20 mg,25.00 mg,0,260.00 mg,100.00 mg,39.7 mcg,0.85 mg,75.16 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79 g,0.6 g,0.00 g,0,0,0,0,0,0,1.85 g,0.272 g,0.156 g,0.810 g,0.00 mg,0.0 g,1.00 g,0.00 mg,0.00 mg,8.20 g,0.5852
"Frankfurter, pork",100 g,269,24g,8.7g,66mg,816.00 mg,0,3.00 mcg,0.00 mcg,2.773 mg,0.509 mg,0.179 mg,0.593 mg,263.00 IU,79.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.49 mcg,0.322 mg,2.0 mg,0,0,0,0,267.00 mg,0.074 mg,3.70 mg,15.00 mg,0.016 mg,171.00 mg,264.00 mg,27.8 mcg,2.09 mg,12.81 g,0.747 g,0.814 g,1.142 g,0.155 g,1.916 g,0.739 g,0.470 g,0,0.571 g,1.001 g,1.122 g,0.320 g,0.503 g,0.602 g,0.526 g,0.561 g,0.150 g,0.423 g,0.678 g,0.28 g,0.1 g,0.00 g,0,0,0,0,0,0,23.68 g,8.719 g,10.890 g,2.233 g,66.00 mg,0.0 g,3.35 g,0.00 mg,0.00 mg,59.85 g,0.6517
"TACO BELL, Nachos",100 g,350,22g,2.2g,3mg,313.00 mg,0,10.00 mcg,0,0.630 mg,0.380 mg,0.133 mg,0.123 mg,21.00 IU,5.00 mcg,0.00 mcg,2.00 mcg,2.00 mcg,9.00 mcg,0,0.07 mcg,0.215 mg,0,0,4.08 mg,4.08 mg,7.5 mcg,63.00 mg,0.064 mg,0.75 mg,42.00 mg,0.187 mg,198.00 mg,362.00 mg,8.6 mcg,0.86 mg,4.32 g,0.292 g,0.208 g,0.344 g,0,0.916 g,0.146 g,0.135 g,0.000 g,0.187 g,0.521 g,0.156 g,0.094 g,0.229 g,0.531 g,0.219 g,0.156 g,0.042 g,0.135 g,0.250 g,34.91 g,3.2 g,2.17 g,0.00 g,0.00 g,0.00 g,1.63 g,0.00 g,0.53 g,21.50 g,2.173 g,14.020 g,5.040 g,3.00 mg,0,1.87 g,0,0,37.40 g,0.9177
"Sausage, meatless",100 g,255,18g,2.9g,0,888.00 mg,69.7 mg,26.00 mcg,0.00 mcg,11.195 mg,0.323 mg,0.402 mg,2.343 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.828 mg,0.0 mg,0.00 IU,2.10 mg,2.10 mg,0.0 mcg,63.00 mg,0.250 mg,3.72 mg,36.00 mg,0.725 mg,225.00 mg,231.00 mg,7.4 mcg,1.46 mg,20.28 g,0.853 g,1.519 g,2.307 g,0.305 g,4.215 g,0.821 g,0.519 g,0,0.970 g,1.587 g,1.262 g,0.253 g,1.061 g,1.116 g,1.087 g,0.785 g,0.279 g,0.694 g,1.029 g,8.09 g,2.8 g,0.00 g,0,0,0,0,0,0,18.16 g,2.926 g,4.498 g,9.279 g,0.00 mg,0.0 g,3.07 g,0.00 mg,0.00 mg,50.40 g,0.9709
"Frankfurter, meat",100 g,290,26g,7.7g,77mg,1090.00 mg,0,6.00 mcg,0.00 mcg,2.665 mg,0.310 mg,0.121 mg,0.055 mg,0.00 IU,0.00 mcg,0,0,0,0,0,1.57 mcg,0.166 mg,0.0 mg,0,0.19 mg,0.19 mg,0,99.00 mg,0.097 mg,1.09 mg,15.00 mg,0.045 mg,206.00 mg,152.00 mg,12.5 mcg,1.20 mg,10.26 g,0.620 g,0.691 g,1.023 g,0.110 g,1.645 g,0.488 g,0.331 g,0,0.530 g,0.907 g,0.963 g,0.291 g,0.445 g,0.434 g,0.412 g,0.474 g,0.111 g,0.376 g,0.555 g,4.17 g,0.0 g,0,0,0,0,0,0,0,25.76 g,7.666 g,11.386 g,4.404 g,77.00 mg,0.0 g,3.50 g,0.00 mg,0.00 mg,56.31 g,0.7714
"Luxury loaf, pork",100 g,141,4.8g,1.6g,36mg,1225.00 mg,0,2.00 mcg,0.00 mcg,3.482 mg,0.515 mg,0.297 mg,0.707 mg,0.00 IU,0.00 mcg,0,0,0,0,0,1.37 mcg,0.310 mg,0.0 mg,28.00 IU,0,0,0,36.00 mg,0.100 mg,1.05 mg,20.00 mg,0.041 mg,185.00 mg,377.00 mg,21.5 mcg,3.05 mg,18.40 g,1.073 g,1.170 g,1.741 g,0.153 g,2.941 g,0.929 g,0.656 g,0,0.815 g,1.517 g,1.653 g,0.468 g,0.718 g,0.912 g,0.826 g,0.879 g,0.215 g,0.644 g,0.894 g,4.90 g,0.0 g,0,0,0,0,0,0,0,4.80 g,1.580 g,2.330 g,0.510 g,36.00 mg,0,3.60 g,0,0,68.20 g,1.4364
"DENNY'S, coleslaw",100 g,183,15g,2.3g,23mg,376.00 mg,0,0,0,0.263 mg,0.315 mg,0.059 mg,0.027 mg,707.00 IU,42.00 mcg,197.00 mcg,309.00 mcg,2.00 mcg,78.00 mcg,0,0,0.102 mg,13.2 mg,0,0.93 mg,0.93 mg,86.1 mcg,32.00 mg,0.019 mg,0.34 mg,9.00 mg,0.151 mg,29.00 mg,141.00 mg,2.9 mcg,0.20 mg,0.97 g,0.060 g,0.080 g,0.090 g,0.020 g,0.180 g,0.030 g,0.030 g,0.000 g,0.040 g,0.060 g,0.070 g,0.020 g,0.030 g,0.007 g,0.060 g,0.030 g,0.010 g,0.020 g,0.050 g,10.88 g,1.3 g,8.16 g,2.37 g,0.00 g,2.81 g,0.00 g,0.00 g,2.97 g,15.03 g,2.344 g,3.197 g,8.432 g,23.00 mg,0,1.35 g,0,0,71.77 g,0.4389
"Bread, wheat bran",100 g,248,3.4g,0.8g,0,486.00 mg,18.7 mg,105.00 mcg,80.00 mcg,4.402 mg,0.536 mg,0.287 mg,0.397 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,54.00 mcg,0,0.00 mcg,0.176 mg,0.0 mg,0.00 IU,0.32 mg,0.32 mg,1.3 mcg,74.00 mg,0.221 mg,3.07 mg,81.00 mg,1.668 mg,185.00 mg,227.00 mg,31.0 mcg,1.35 mg,8.80 g,0.311 g,0.357 g,0.433 g,0.191 g,2.750 g,0.334 g,0.196 g,0,0.332 g,0.603 g,0.235 g,0.152 g,0.419 g,0.918 g,0.419 g,0.256 g,0.111 g,0.252 g,0.385 g,47.80 g,4.0 g,9.68 g,0,0,0,0,0,0,3.40 g,0.779 g,1.618 g,0.649 g,0.00 mg,0.0 g,2.20 g,0.00 mg,0.00 mg,37.80 g,0.3458
"Croissants, apple",100 g,254,8.7g,5g,31mg,274.00 mg,0,57.00 mcg,44.00 mcg,1.600 mg,0.596 mg,0.164 mg,0.232 mg,380.00 IU,94.00 mcg,0,0,0,0,0,0.20 mcg,0.032 mg,0.5 mg,0,0,0,0,30.00 mg,0.040 mg,1.10 mg,13.00 mg,0.210 mg,58.00 mg,90.00 mg,19.0 mcg,1.03 mg,7.40 g,0.296 g,0.309 g,0.456 g,0.140 g,1.970 g,0.296 g,0.166 g,0,0.325 g,0.556 g,0.318 g,0.151 g,0.359 g,0.712 g,0.383 g,0.256 g,0.086 g,0.243 g,0.368 g,37.10 g,2.5 g,0,0,0,0,0,0,0,8.70 g,4.994 g,2.393 g,0.628 g,31.00 mg,0,1.20 g,0,0,45.60 g,1.0108
"Marmalade, orange",100 g,246,0g,,0,56.00 mg,3.0 mg,9.00 mcg,0.00 mcg,0.052 mg,0.015 mg,0.025 mg,0.005 mg,62.00 IU,3.00 mcg,5.00 mcg,15.00 mcg,38.00 mcg,58.00 mcg,0,0.00 mcg,0.019 mg,4.8 mg,0.00 IU,0.06 mg,0.06 mg,0.0 mcg,38.00 mg,0.090 mg,0.15 mg,2.00 mg,0.020 mg,4.00 mg,37.00 mg,0.6 mcg,0.04 mg,0.30 g,0.016 g,0.021 g,0.036 g,0.003 g,0.030 g,0.030 g,0.006 g,0,0.008 g,0.007 g,0.015 g,0.006 g,0.010 g,0.015 g,0.010 g,0.005 g,0.003 g,0.005 g,0.013 g,66.30 g,0.7 g,60.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,33.20 g,0.6384
"Eggplant, pickled",100 g,49,0.7g,0.1g,0,1674.00 mg,11.9 mg,20.00 mcg,0.00 mcg,0.660 mg,0,0.070 mg,0.050 mg,50.00 IU,3.00 mcg,0.00 mcg,30.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.140 mg,0.0 mg,0.00 IU,0.03 mg,0.03 mg,3.7 mcg,25.00 mg,0.173 mg,0.77 mg,6.00 mg,0,9.00 mg,12.00 mg,0.6 mcg,0.23 mg,0.90 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77 g,2.5 g,4.80 g,0,0,0,0,0,0,0.70 g,0.140 g,0.063 g,0.294 g,0.00 mg,0.0 g,1.73 g,0.00 mg,0.00 mg,86.90 g,0.5054
"Egg, dried, whole",100 g,592,44g,15g,1630mg,476.00 mg,1266.7 mg,119.00 mcg,0.00 mcg,0.340 mg,5.550 mg,1.977 mg,0.183 mg,999.00 IU,300.00 mcg,0.00 mcg,0.00 mcg,36.00 mcg,835.00 mcg,0,2.96 mcg,0.499 mg,0.0 mg,331.00 IU,3.88 mg,3.88 mg,1.2 mcg,244.00 mg,0.203 mg,7.20 mg,34.00 mg,0.058 mg,629.00 mg,540.00 mg,164.7 mcg,3.15 mg,48.05 g,2.706 g,3.071 g,5.020 g,1.070 g,6.388 g,1.623 g,1.202 g,0,2.434 g,4.150 g,3.339 g,1.495 g,2.530 g,1.832 g,3.773 g,2.129 g,0.775 g,1.981 g,2.991 g,1.13 g,0.0 g,0.56 g,0.00 g,0.00 g,0.56 g,0.00 g,0.00 g,0.00 g,43.90 g,15.069 g,16.726 g,8.314 g,1630.00 mg,0.0 g,4.13 g,0.00 mg,0.00 mg,2.78 g,1.064
"Coffeecake, fruit",100 g,311,10g,2.5g,7mg,385.00 mg,0,47.00 mcg,28.00 mcg,2.573 mg,0.660 mg,0.190 mg,0.037 mg,140.00 IU,7.00 mcg,0,0,0,0,0,0.02 mcg,0.037 mg,0.8 mg,0,0,0,0,45.00 mg,0.030 mg,2.43 mg,17.00 mg,0.240 mg,118.00 mg,90.00 mg,16.5 mcg,0.65 mg,5.20 g,0.226 g,0.253 g,0.328 g,0.098 g,1.435 g,0.274 g,0.112 g,0,0.207 g,0.364 g,0.187 g,0.094 g,0.249 g,0.516 g,0.261 g,0.165 g,0.058 g,0.153 g,0.238 g,51.50 g,2.5 g,0,0,0,0,0,0,0,10.20 g,2.495 g,5.557 g,1.473 g,7.00 mg,0.0 g,1.20 g,0,0,31.70 g,0.7581
"Egg, dried, white",100 g,382,0g,,0,1280.00 mg,8.4 mg,18.00 mcg,0.00 mcg,0.865 mg,0.775 mg,2.530 mg,0.005 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.18 mcg,0.036 mg,0.0 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,62.00 mg,0.114 mg,0.15 mg,88.00 mg,0.007 mg,111.00 mg,1125.00 mg,125.1 mcg,0.10 mg,81.10 g,4.684 g,4.412 g,8.253 g,2.102 g,10.770 g,2.842 g,1.830 g,0,4.581 g,6.838 g,5.515 g,2.790 g,4.736 g,3.153 g,5.593 g,3.685 g,0.999 g,3.153 g,5.164 g,7.80 g,0.0 g,5.40 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,5.30 g,0.00 mg,0.00 mg,5.80 g,0.931
