,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,price
400,"Turkey sausage, raw, fresh",100 g,155.0,8.1g,2g,75mg,593.00 mg,0,5.00 mcg,0.00 mcg,4.600 mg,1.020 mg,0.234 mg,0.077 mg,75.00 IU,13.00 mcg,11.00 mcg,11.00 mcg,11.00 mcg,11.00 mcg,0.0,1.30 mcg,0.431 mg,2.3 mg,0,0.13 mg,0.13 mg,0.0 mcg,19.00 mg,0.086 mg,1.17 mg,19.00 mg,0.021 mg,177.00 mg,262.00 mg,0.0 mcg,3.06 mg,18.79 g,1.025 g,0,1.572 g,0.204 g,2.762 g,0.935 g,0.468 g,0.188 g,0.777 g,1.316 g,1.472 g,0.415 g,0.670 g,0.737 g,0.729 g,0.711 g,0.130 g,0.575 g,0.802 g,0.47 g,0.0 g,0.00 g,0,0,0,0,0,0,8.08 g,1.963 g,2.624 g,2.386 g,75.00 mg,0.0 g,2.24 g,0.00 mg,0.00 mg,70.42 g,2.5
401,"DENNY'S, top sirloin steak",100 g,182.0,7.3g,2.6g,82mg,349.00 mg,0,0,0,5.310 mg,0.740 mg,0.220 mg,0.050 mg,0,0,0,0,0,0,0.0,2.70 mcg,0.613 mg,0,0,0,0,1.0 mcg,6.00 mg,0.118 mg,3.27 mg,24.00 mg,0.017 mg,264.00 mg,341.00 mg,0.0 mcg,5.26 mg,28.90 g,1.721 g,1.981 g,2.842 g,0.280 g,4.573 g,1.491 g,0.991 g,0,1.401 g,2.432 g,2.021 g,0.741 g,1.221 g,1.111 g,1.151 g,1.371 g,0.380 g,0.991 g,1.491 g,0.14 g,0,0,0,0,0,0,0,0,7.34 g,2.595 g,2.840 g,0.672 g,82.00 mg,0,1.80 g,0,0,61.82 g,5.0
402,"Pomegranate juice, bottled",100 g,54.0,0.3g,0.1g,0,9.00 mg,4.8 mg,24.00 mcg,0.00 mcg,0.233 mg,0.285 mg,0.015 mg,0.015 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.00 mcg,0.040 mg,0.1 mg,0.00 IU,0.38 mg,0.38 mg,10.4 mcg,11.00 mg,0.021 mg,0.10 mg,7.00 mg,0.095 mg,11.00 mg,214.00 mg,0.3 mcg,0.09 mg,0.15 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.13 g,0.1 g,12.65 g,6.37 g,0.00 g,6.28 g,0.00 g,0.00 g,0.00 g,0.29 g,0.077 g,0.059 g,0.050 g,0.00 mg,0.0 g,0.49 g,0.00 mg,0.00 mg,85.95 g,0.8
403,"Nance, unsweetened, frozen",100 g,73.0,1.2g,,0,3.00 mg,0,8.00 mcg,0.00 mcg,0.290 mg,0.180 mg,0.018 mg,0.015 mg,74.00 IU,4.00 mcg,3.00 mcg,40.00 mcg,5.00 mcg,569.00 mcg,0.0,0,0.021 mg,92.5 mg,0,1.25 mg,1.25 mg,11.9 mcg,46.00 mg,0.041 mg,0.38 mg,20.00 mg,0.248 mg,10.00 mg,244.00 mg,0.4 mcg,0.09 mg,0.66 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.97 g,7.5 g,8.31 g,4.73 g,0.00 g,3.58 g,0.00 g,0.00 g,0.00 g,1.16 g,0,0,0,0,0,0.57 g,0,0,80.64 g,3.0
404,"Sauce, sriracha, hot chile",100 g,93.0,0.9g,,0,2124.00 mg,0,22.00 mcg,0,1.248 mg,0.380 mg,0.222 mg,0.077 mg,2574.00 IU,129.00 mcg,234.00 mcg,1261.00 mcg,334.00 mcg,896.00 mcg,0.0,0,0.455 mg,26.9 mg,0,4.80 mg,4.80 mg,10.9 mcg,18.00 mg,0.060 mg,1.64 mg,16.00 mg,0.146 mg,46.00 mg,321.00 mg,0.4 mcg,0.24 mg,1.93 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.16 g,2.2 g,15.11 g,8.16 g,0.00 g,6.67 g,0.00 g,0.00 g,0.27 g,0.93 g,0,0,0,0,0,6.14 g,0,0,71.84 g,1.2
405,"Bread, toasted, wheat germ",100 g,293.0,3.3g,0.7g,1mg,621.00 mg,22.1 mg,112.00 mcg,69.00 mcg,4.548 mg,0.340 mg,0.379 mg,0.332 mg,4.00 IU,0.00 mcg,0.00 mcg,2.00 mcg,0.00 mcg,58.00 mcg,0.0,0.07 mcg,0.096 mg,0.3 mg,0.00 IU,0.57 mg,0.57 mg,1.2 mcg,100.00 mg,0.202 mg,3.88 mg,38.00 mg,1.259 mg,175.00 mg,285.00 mg,30.5 mcg,1.46 mg,10.70 g,0.385 g,0.446 g,0.591 g,0.211 g,3.195 g,0.389 g,0.243 g,0,0.433 g,0.770 g,0.367 g,0.191 g,0.515 g,1.091 g,0.526 g,0.339 g,0.128 g,0.330 g,0.493 g,54.30 g,2.3 g,4.14 g,0,0,0,0,0,0,3.30 g,0.738 g,1.432 g,0.751 g,1.00 mg,0.0 g,2.40 g,0.00 mg,0.00 mg,29.30 g,0.7
406,"Fish, raw, chinook, salmon",100 g,179.0,10g,3.1g,50mg,47.00 mg,0,30.00 mcg,0.00 mcg,8.420 mg,0.750 mg,0.113 mg,0.054 mg,453.00 IU,136.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,1.30 mcg,0.400 mg,4.0 mg,0,1.22 mg,1.22 mg,0,26.00 mg,0.041 mg,0.25 mg,95.00 mg,0.015 mg,289.00 mg,394.00 mg,36.5 mcg,0.44 mg,19.93 g,1.213 g,1.200 g,2.054 g,0.215 g,2.994 g,0.963 g,0.590 g,0,0.924 g,1.630 g,1.842 g,0.594 g,0.783 g,0.709 g,0.818 g,0.879 g,0.225 g,0.677 g,1.033 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,10.43 g,3.100 g,4.399 g,2.799 g,50.00 mg,0.0 g,1.33 g,0.00 mg,0.00 mg,71.64 g,5.0
407,"Pork, pickled, feet, cured",100 g,140.0,10g,2.9g,83mg,946.00 mg,44.5 mg,1.00 mcg,0.00 mcg,0.220 mg,0.262 mg,0.015 mg,0.006 mg,37.00 IU,11.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.21 mcg,0.007 mg,0.0 mg,16.00 IU,0.21 mg,0.21 mg,0.0 mcg,32.00 mg,0.037 mg,0.31 mg,11.00 mg,0.022 mg,87.00 mg,13.00 mg,15.8 mcg,0.20 mg,11.63 g,0.953 g,0.872 g,0.837 g,0.102 g,1.279 g,2.034 g,0.128 g,0,0.198 g,0.512 g,0.500 g,0.128 g,0.337 g,1.220 g,0.465 g,0.314 g,0.023 g,0.186 g,0.291 g,0.01 g,0.0 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,10.02 g,2.945 g,5.677 g,0.784 g,83.00 mg,0.0 g,3.35 g,0.00 mg,0.00 mg,75.00 g,1.5
408,"Canadian bacon, unprepared",100 g,110.0,2.6g,0.9g,48mg,751.00 mg,76.1 mg,4.00 mcg,0.00 mcg,7.227 mg,0.610 mg,0.141 mg,0.511 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.37 mcg,0.241 mg,0.0 mg,6.00 IU,0.22 mg,0.22 mg,0.0 mcg,6.00 mg,0.053 mg,0.44 mg,20.00 mg,0.015 mg,240.00 mg,683.00 mg,37.1 mcg,1.23 mg,20.31 g,1.159 g,1.304 g,1.893 g,0.228 g,3.092 g,0.915 g,0.823 g,0.071 g,0.958 g,1.666 g,1.800 g,0.555 g,0.841 g,0.818 g,0.845 g,0.890 g,0.241 g,0.802 g,1.024 g,1.34 g,0.0 g,0.90 g,0.00 g,0.00 g,0.20 g,0.00 g,0.00 g,0.70 g,2.62 g,0.900 g,1.090 g,0.467 g,48.00 mg,0.0 g,3.38 g,0.00 mg,0.00 mg,72.34 g,3.5
409,"Cake, dry mix, gingerbread",100 g,437.0,14g,3.5g,0,657.00 mg,10.7 mg,51.00 mcg,37.00 mcg,2.550 mg,0.235 mg,0.240 mg,0.340 mg,3.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,1.00 mcg,3.00 mcg,0.0,0.00 mcg,0.041 mg,0.2 mg,0.00 IU,0.20 mg,0.20 mg,6.4 mcg,94.00 mg,0.246 mg,4.70 mg,21.00 mg,0.556 mg,226.00 mg,341.00 mg,2.1 mcg,0.36 mg,4.40 g,0.150 g,0.211 g,0.282 g,0.087 g,1.256 g,0.161 g,0.096 g,0,0.175 g,0.309 g,0.187 g,0.068 g,0.209 g,0.415 g,0.233 g,0.138 g,0.062 g,0.134 g,0.196 g,74.60 g,1.7 g,46.62 g,0,0,0,0,0,0,13.80 g,3.460 g,7.791 g,1.804 g,0.00 mg,0.0 g,2.80 g,0.00 mg,0.00 mg,4.40 g,2.0
410,"BURGER KING, Vanilla Shake",100 g,168.0,8.7g,5.3g,31mg,100.00 mg,0,0,0,0.090 mg,0.620 mg,0.180 mg,0.000 mg,0,0,0,0,0,0,0.0,0.36 mcg,0.030 mg,0.0 mg,0,0.32 mg,0.32 mg,0,104.00 mg,0.190 mg,0.42 mg,12.00 mg,0.061 mg,97.00 mg,153.00 mg,3.2 mcg,0.67 mg,3.19 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.03 g,0.0 g,11.67 g,0.00 g,0.13 g,0.00 g,4.26 g,0.00 g,7.28 g,8.74 g,5.335 g,2.470 g,0.434 g,31.00 mg,0,0.91 g,0,0,68.13 g,1.5
411,"Cheese, shredded, parmesan",100 g,415.0,27g,17g,72mg,1696.00 mg,15.4 mg,8.00 mcg,0.00 mcg,0.287 mg,0.527 mg,0.352 mg,0.041 mg,865.00 IU,229.00 mcg,0.00 mcg,73.00 mcg,0.00 mcg,0.00 mcg,0.0,1.40 mcg,0.105 mg,0.0 mg,21.00 IU,0.25 mg,0.25 mg,1.9 mcg,1253.00 mg,0.037 mg,0.87 mg,51.00 mg,0.023 mg,735.00 mg,97.00 mg,23.9 mcg,3.19 mg,37.86 g,1.218 g,1.531 g,2.599 g,0.274 g,9.543 g,0.723 g,1.609 g,0,2.202 g,4.013 g,3.843 g,1.114 g,2.234 g,4.860 g,2.404 g,1.531 g,0.560 g,2.319 g,2.853 g,3.41 g,0.0 g,0.90 g,0,0,0,0,0,0,27.34 g,17.370 g,8.734 g,0.661 g,72.00 mg,0.0 g,6.39 g,0.00 mg,0.00 mg,25.00 g,12.0
412,"Pumpkin, with salt, canned",100 g,34.0,0.3g,0.1g,0,241.00 mg,9.8 mg,12.00 mcg,0.00 mcg,0.367 mg,0.400 mg,0.054 mg,0.024 mg,15563.00 IU,778.00 mcg,4795.00 mcg,6940.00 mcg,0.00 mcg,0.00 mcg,0.0,0.00 mcg,0.056 mg,4.2 mg,0.00 IU,1.06 mg,1.06 mg,16.0 mcg,26.00 mg,0.107 mg,1.39 mg,23.00 mg,0.149 mg,35.00 mg,206.00 mg,0.4 mcg,0.17 mg,1.10 g,0.031 g,0.059 g,0.112 g,0.003 g,0.202 g,0.029 g,0.017 g,0,0.034 g,0.051 g,0.060 g,0.012 g,0.035 g,0.029 g,0.048 g,0.032 g,0.013 g,0.046 g,0.038 g,8.09 g,2.9 g,3.30 g,0,0,0,0,0,0,0.28 g,0.146 g,0.037 g,0.015 g,0.00 mg,0.0 g,0.56 g,0.00 mg,0.00 mg,89.97 g,1.0
413,"KEEBLER, Crackers, ANIMALS",100 g,450.0,14g,4.5g,0,468.00 mg,0,98.00 mcg,0,3.300 mg,0,0.260 mg,0.420 mg,0,0,0,0,0,0,0.0,0,0.020 mg,0,0,0,0,0,345.00 mg,0,3.30 mg,13.00 mg,0,92.00 mg,74.00 mg,0,0.40 mg,5.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.30 g,1.4 g,25.40 g,0,0,0,0,0,0,14.20 g,4.500 g,3.200 g,5.300 g,0.00 mg,0,0,0,0,2.80 g,2.5
414,"Game meat, raw, wild, boar",100 g,122.0,3.3g,1g,0,0,0,0,0,4.000 mg,0,0.110 mg,0.390 mg,0.00 IU,0.00 mcg,0,0,0,0,0.0,0,0,0.0 mg,0,0,0,0,12.00 mg,0,0,0,0,120.00 mg,0,9.8 mcg,0,21.51 g,1.273 g,1.493 g,1.996 g,0.279 g,3.341 g,0.981 g,1.091 g,0,1.039 g,1.748 g,2.120 g,0.530 g,0.860 g,0.816 g,0.884 g,1.012 g,0.289 g,0.767 g,1.153 g,0.00 g,0.0 g,0,0,0,0,0,0,0,3.33 g,0.990 g,1.300 g,0.480 g,0,0,0.97 g,0,0,72.54 g,4.0
415,"Rolls, whole-wheat, dinner",100 g,266.0,4.7g,0.8g,0,521.00 mg,26.5 mg,30.00 mcg,0.00 mcg,3.677 mg,0.489 mg,0.152 mg,0.248 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,115.00 mcg,0.0,0.00 mcg,0.195 mg,0.0 mg,0.00 IU,0.90 mg,0.90 mg,2.0 mcg,106.00 mg,0.239 mg,2.42 mg,85.00 mg,2.298 mg,224.00 mg,272.00 mg,49.4 mcg,2.01 mg,8.70 g,0.314 g,0.407 g,0.463 g,0.196 g,2.692 g,0.347 g,0.204 g,0,0.333 g,0.601 g,0.266 g,0.138 g,0.412 g,0.893 g,0.414 g,0.260 g,0.134 g,0.262 g,0.403 g,51.10 g,7.5 g,8.46 g,0,0,0,0,0,0,4.70 g,0.836 g,1.199 g,2.161 g,0.00 mg,0.0 g,2.30 g,0.00 mg,0.00 mg,33.10 g,1.0
416,"Cheese, nonfat, mozzarella",100 g,141.0,0g,,18mg,743.00 mg,15.4 mg,10.00 mcg,0.00 mcg,0.120 mg,0,0.300 mg,0.020 mg,481.00 IU,127.00 mcg,0.00 mcg,41.00 mcg,0.00 mcg,0.00 mcg,0.0,0.92 mcg,0.080 mg,0.0 mg,0.00 IU,0.14 mg,0.14 mg,1.6 mcg,961.00 mg,0.034 mg,0.31 mg,33.00 mg,0,656.00 mg,106.00 mg,18.9 mcg,3.92 mg,31.70 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50 g,1.8 g,1.48 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,18.00 mg,0.0 g,4.60 g,0.00 mg,0.00 mg,60.20 g,4.0
417,"KFC, Crispy Chicken Strips",100 g,274.0,15g,2.9g,51mg,948.00 mg,0,0,0,8.562 mg,1.300 mg,0.051 mg,0.083 mg,0,0,0,0,0,0,0.0,0.17 mcg,0.474 mg,0,0,0.90 mg,0.90 mg,9.4 mcg,25.00 mg,0.074 mg,0.69 mg,33.00 mg,0.258 mg,298.00 mg,333.00 mg,18.1 mcg,0.68 mg,20.25 g,1.189 g,1.257 g,1.914 g,0.220 g,3.792 g,0.874 g,0.687 g,0,0.921 g,1.624 g,1.631 g,0.435 g,0.843 g,0.889 g,0.817 g,0.918 g,0.267 g,0.827 g,1.031 g,13.66 g,1.4 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,15.42 g,2.887 g,4.308 g,6.881 g,51.00 mg,0,2.74 g,0,0,47.93 g,3.5
418,"Ice creams, light, vanilla",100 g,180.0,4.8g,2.9g,27mg,74.00 mg,26.0 mg,6.00 mcg,0.00 mcg,0.136 mg,0.481 mg,0.255 mg,0.053 mg,448.00 IU,128.00 mcg,0.00 mcg,14.00 mcg,0.00 mcg,0.00 mcg,0.0,0.47 mcg,0.045 mg,1.2 mg,4.00 IU,0.12 mg,0.12 mg,0.4 mcg,161.00 mg,0.017 mg,0.19 mg,14.00 mg,0.005 mg,103.00 mg,208.00 mg,2.0 mcg,0.73 mg,4.78 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.46 g,0.3 g,22.12 g,0,0,0,0,0,0,4.83 g,2.927 g,1.281 g,0.219 g,27.00 mg,0.0 g,1.07 g,0.00 mg,0.00 mg,59.85 g,2.5
419,"Ostrich, raw, inside strip",100 g,127.0,2.9g,0.9g,73mg,76.00 mg,0,9.00 mcg,0.00 mcg,5.129 mg,1.266 mg,0.312 mg,0.213 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,5.40 mcg,0.557 mg,0.0 mg,0,0.21 mg,0.21 mg,0,5.00 mg,0.145 mg,4.20 mg,23.00 mg,0.019 mg,226.00 mg,330.00 mg,37.5 mcg,3.98 mg,23.69 g,1.520 g,1.620 g,2.216 g,0.243 g,3.632 g,1.584 g,0.595 g,0.423 g,1.126 g,1.925 g,2.092 g,0.662 g,0.978 g,1.235 g,0.948 g,1.039 g,0.211 g,0.770 g,1.170 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,2.87 g,0.923 g,1.179 g,0.591 g,73.00 mg,0.0 g,1.22 g,0.00 mg,0.00 mg,74.16 g,5.0
420,"SILK Very Vanilla, soymilk",100 g,53.0,1.7g,0.2g,0,58.00 mg,0,10.00 mcg,0,0,0,0.210 mg,0,412.00 IU,0,0,0,0,0,0.0,1.23 mcg,0,8.6 mg,49.00 IU,0,0,0,144.00 mg,0,0.44 mg,16.00 mg,0,0,123.00 mg,2.3 mcg,0.62 mg,2.47 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82 g,0.4 g,6.58 g,0,0,0,0,0,0,1.65 g,0.206 g,0,0,0.00 mg,0,0.65 g,0,0,87.41 g,0.5
421,"Fish, raw, sockeye, salmon",100 g,131.0,4.7g,0.8g,51mg,78.00 mg,94.6 mg,6.00 mcg,0.00 mcg,8.507 mg,1.070 mg,0.207 mg,0.132 mg,162.00 IU,49.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,4.69 mcg,0.731 mg,0.0 mg,563.00 IU,0.83 mg,0.83 mg,0.1 mcg,9.00 mg,0.064 mg,0.43 mg,30.00 mg,0.011 mg,257.00 mg,367.00 mg,29.8 mcg,0.46 mg,22.25 g,1.386 g,1.442 g,2.276 g,0.248 g,3.279 g,1.070 g,0.597 g,0,1.070 g,1.837 g,2.163 g,0.721 g,0.913 g,0.823 g,0.890 g,1.048 g,0.282 g,1.014 g,1.228 g,0.00 g,0.0 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,4.69 g,0.814 g,1.371 g,1.115 g,51.00 mg,0.0 g,1.26 g,0.00 mg,0.00 mg,72.54 g,5.0
422,"Fast foods, scrambled, egg",100 g,212.0,16g,6.2g,426mg,187.00 mg,180.6 mg,29.00 mcg,0.00 mcg,0.210 mg,0.940 mg,0.520 mg,0.080 mg,679.00 IU,176.00 mcg,0.00 mcg,62.00 mcg,6.00 mcg,233.00 mcg,0.0,1.01 mcg,0.190 mg,3.3 mg,46.00 IU,0.96 mg,0.96 mg,9.0 mcg,57.00 mg,0.067 mg,2.59 mg,14.00 mg,0.043 mg,242.00 mg,147.00 mg,22.5 mcg,1.66 mg,13.84 g,0.763 g,0.836 g,1.311 g,0.307 g,1.773 g,0.438 g,0.325 g,0,0.836 g,1.185 g,0.913 g,0.427 g,0.750 g,0.577 g,1.002 g,0.657 g,0.212 g,0.562 g,0.960 g,2.08 g,0.0 g,1.64 g,0,0,0,0,0,0,16.18 g,6.153 g,5.889 g,1.969 g,426.00 mg,0.0 g,1.20 g,0.00 mg,0.00 mg,66.70 g,2.0
423,"Snacks, salted, pita chips",100 g,457.0,15g,1.3g,0,854.00 mg,9.1 mg,135.00 mcg,114.00 mcg,7.043 mg,0.500 mg,0.307 mg,0.560 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,15.00 mcg,0.0,0.00 mcg,0.109 mg,0.0 mg,0.00 IU,6.93 mg,6.93 mg,1.2 mcg,17.00 mg,0.141 mg,4.59 mg,37.00 mg,0.656 mg,124.00 mg,129.00 mg,33.1 mcg,0.96 mg,11.79 g,0.391 g,0.462 g,0.522 g,0.286 g,4.609 g,0.482 g,0.261 g,0,0.482 g,0.874 g,0.181 g,0.166 g,0.642 g,1.576 g,0.562 g,0.351 g,0.144 g,0.331 g,0.542 g,68.26 g,3.8 g,4.76 g,1.35 g,0.00 g,0.82 g,0.00 g,2.59 g,0.00 g,15.20 g,1.342 g,10.842 g,2.130 g,0.00 mg,0.0 g,2.75 g,0.00 mg,0.00 mg,2.00 g,2.0
424,"Taro, without salt, cooked",100 g,142.0,0.1g,,0,15.00 mg,21.3 mg,19.00 mcg,0.00 mcg,0.510 mg,0.336 mg,0.028 mg,0.107 mg,84.00 IU,4.00 mcg,0.00 mcg,39.00 mcg,22.00 mcg,0.00 mcg,0.0,0.00 mcg,0.331 mg,5.0 mg,0.00 IU,2.93 mg,2.93 mg,1.2 mcg,18.00 mg,0.201 mg,0.72 mg,30.00 mg,0.449 mg,76.00 mg,484.00 mg,0.9 mcg,0.27 mg,0.52 g,0.025 g,0.036 g,0.066 g,0.011 g,0.060 g,0.026 g,0.012 g,0,0.019 g,0.038 g,0.023 g,0.007 g,0.028 g,0.021 g,0.032 g,0.024 g,0.008 g,0.019 g,0.028 g,34.60 g,5.1 g,0.49 g,0,0,0,0,0,0,0.11 g,0.023 g,0.009 g,0.046 g,0.00 mg,0.0 g,0.97 g,0.00 mg,0.00 mg,63.80 g,0.75
425,"Bratwurst, cooked, chicken",100 g,176.0,10g,,71mg,72.00 mg,0,6.00 mcg,0.00 mcg,7.551 mg,0.964 mg,0.133 mg,0.067 mg,101.00 IU,30.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.34 mcg,0.385 mg,2.0 mg,0,0,0,0,11.00 mg,0.050 mg,0.87 mg,23.00 mg,0,160.00 mg,211.00 mg,0,1.43 mg,19.44 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,10.35 g,0,0,0,71.00 mg,0.0 g,0.88 g,0.00 mg,0.00 mg,70.28 g,3.5
426,"Gravy, chicken, CAMPBELL'S",100 g,51.0,2.7g,0.6g,6mg,424.00 mg,0,0,0,0.297 mg,0.170 mg,0.047 mg,0.010 mg,0,0,0,0,0,0,0.0,0.00 mcg,0.020 mg,0,0,0.08 mg,0.08 mg,0.2 mcg,12.00 mg,0.018 mg,0.12 mg,3.00 mg,0.023 mg,15.00 mg,55.00 mg,0.4 mcg,0.09 mg,0.79 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87 g,0,0.94 g,0.00 g,0.00 g,0.00 g,0.94 g,0.00 g,0.00 g,2.73 g,0.603 g,0.862 g,0.361 g,6.00 mg,0,1.21 g,0,0,89.39 g,1.5
427,"Fast foods, mashed, potato",100 g,89.0,2.8g,0.6g,0,306.00 mg,13.4 mg,9.00 mcg,0.00 mcg,1.080 mg,0,0.015 mg,0.015 mg,185.00 IU,43.00 mcg,0.00 mcg,30.00 mcg,0.00 mcg,7.00 mcg,0.0,0.07 mcg,0.120 mg,0.0 mg,0.00 IU,0.42 mg,0.42 mg,5.9 mcg,18.00 mg,0.035 mg,0.31 mg,15.00 mg,0.098 mg,59.00 mg,286.00 mg,0.8 mcg,0.22 mg,1.65 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.65 g,1.3 g,0.50 g,0.20 g,0.00 g,0.20 g,0.00 g,0.00 g,0.10 g,2.82 g,0.577 g,0.720 g,1.342 g,0.00 mg,0.0 g,1.26 g,0.00 mg,0.00 mg,79.62 g,1.5
428,"OSCAR MAYER, Salami (hard)",100 g,368.0,29g,11g,97mg,1976.00 mg,0,3.00 mcg,0.00 mcg,5.050 mg,1.060 mg,0.260 mg,0.570 mg,44.00 IU,5.00 mcg,0.00 mcg,20.00 mcg,0.00 mcg,0.00 mcg,0.0,1.88 mcg,0.440 mg,0.0 mg,62.00 IU,0,0,0,12.00 mg,0.190 mg,1.83 mg,21.00 mg,0.039 mg,180.00 mg,356.00 mg,0,3.16 mg,25.90 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60 g,0.0 g,0.20 g,0,0,0,0,0,0,28.70 g,11.085 g,15.011 g,2.856 g,97.00 mg,0.0 g,5.55 g,0.00 mg,0.00 mg,38.25 g,4.0
429,"Gravy, dry, instant turkey",100 g,409.0,15g,4.9g,24mg,4090.00 mg,23.9 mg,45.00 mcg,15.00 mcg,1.181 mg,0.630 mg,0.264 mg,0.130 mg,63.00 IU,18.00 mcg,0.00 mcg,3.00 mcg,0.00 mcg,6.00 mcg,0.0,0.37 mcg,0.205 mg,0.9 mg,0.00 IU,0.74 mg,0.74 mg,2.0 mcg,115.00 mg,0.169 mg,9.57 mg,30.00 mg,0.186 mg,203.00 mg,306.00 mg,19.4 mcg,1.13 mg,11.72 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.56 g,3.8 g,7.60 g,0,0,0,0,0,0,14.66 g,4.931 g,5.250 g,4.478 g,24.00 mg,0.0 g,10.82 g,0.00 mg,0.00 mg,5.24 g,2.5
430,"Sorghum flour, whole-grain",100 g,359.0,3.3g,0.5g,0,3.00 mg,0,25.00 mcg,0.00 mcg,4.496 mg,0.539 mg,0.061 mg,0.329 mg,0.00 IU,0.00 mcg,0,0,0,0,0.0,0,0.325 mg,0.8 mg,0,0.50 mg,0.50 mg,6.4 mcg,12.00 mg,0.253 mg,3.14 mg,123.00 mg,1.258 mg,278.00 mg,324.00 mg,12.2 mcg,1.63 mg,8.43 g,0.758 g,0.330 g,0.556 g,0.165 g,1.741 g,0.313 g,0.167 g,0,0.309 g,1.085 g,0.174 g,0.145 g,0.441 g,0.651 g,0.411 g,0.312 g,0.106 g,0.225 g,0.387 g,76.64 g,6.6 g,1.94 g,0.16 g,0.00 g,1.31 g,0.00 g,0.00 g,0.47 g,3.34 g,0.528 g,0.943 g,1.403 g,0,0,1.32 g,0,0,10.26 g,2.0
431,"Milk shakes, thick vanilla",100 g,112.0,3g,1.9g,12mg,95.00 mg,14.3 mg,7.00 mcg,0.00 mcg,0.146 mg,0.368 mg,0.195 mg,0.030 mg,91.00 IU,25.00 mcg,0.00 mcg,5.00 mcg,0.00 mcg,0.00 mcg,0.0,0.52 mcg,0.042 mg,0.0 mg,48.00 IU,0.05 mg,0.05 mg,0.2 mcg,146.00 mg,0.051 mg,0.10 mg,12.00 mg,0.014 mg,115.00 mg,183.00 mg,2.3 mcg,0.39 mg,3.86 g,0.133 g,0.140 g,0.293 g,0.036 g,0.808 g,0.082 g,0.105 g,0,0.234 g,0.378 g,0.306 g,0.097 g,0.186 g,0.374 g,0.210 g,0.174 g,0.054 g,0.186 g,0.258 g,17.75 g,0.0 g,17.75 g,0,0,0,0,0,0,3.03 g,1.886 g,0.875 g,0.113 g,12.00 mg,0.0 g,0.91 g,0.00 mg,0.00 mg,74.45 g,1.5
